anger	가관이다
sadness	가련하다
joy	가뿐하다
anger	가소롭다
sadness	가슴아프다
sadness	가슴앓이
sadness	가엾다
sadness	각박하다
neutral	각성되다
sadness	간절하다
joy	갈구하다
anger	갈기갈기
joy	갈망하다
joy	감개무량하다
joy	감격하다
joy	감동하다
joy	감미롭다
joy	감복하다
joy	감사하다
joy	감질나다
joy	감회
joy	감흥
anger	갑갑하다
surprise	갑작스럽다
anger	개새끼
anger	개쌍년
anger	개자식
anger	거북하다
sadness	걱정하다
fear	겁나다
fear	겁쟁이
anger	격노하다
anger	격분하다
anger	격앙되다
anger	격양되다
anger	격해지다
neutral	겸연쩍다
anger	경박하다
surprise	경악하다
surprise	경이롭다
joy	경쾌하다
sadness	고달프다
sadness	고독하다
anger	고리타분하다
joy	고맙다
sadness	고통스럽다
sadness	곤욕스럽다
sadness	골치아프다
fear	공포감
sadness	공허하다
anger	괘씸하다
sadness	괴롭다
anger	괴상하다
anger	괴팍하다
sadness	구슬프다
anger	구역질나다
anger	구질구질하다.
anger	굴욕감
joy	궁금하다
anger	귀찮다
anger	그년
anger	그놈
sadness	그리워하다
anger	그자식
joy	근사하다
sadness	근심스럽다
sadness	글썽글썽하다
surprise	급작스럽다
surprise	기겁하다
sadness	기구하다
surprise	기막히다
surprise	기묘하다
anger	기분나쁘다
joy	기분좋다
joy	기쁘다
surprise	기상천외
sadness	기운없다
surprise	기이하다
surprise	기절초풍하다
surprise	기절하다
sadness	기진맥진하다
anger	기집년
fear	긴박하다
fear	긴장되다
joy	까르르
surprise	까무러치다
joy	깔깔깔깔
surprise	깜짝
anger	꺼림칙하다
joy	껄껄껄
anger	꼴불견
joy	끼득끼득
joy	낄낄낄
anger	나쁘다
sadness	낙담하다
sadness	낙망하다
sadness	낙심하다
sadness	난처하다
sadness	남부럽다
joy	낭만적
sadness	낭패스럽다
neutral	냉가슴
anger	넌더리
anger	네년
anger	네놈
anger	노여워하다
neutral	노파심
surprise	놀랍다
sadness	눈물겹다
anger	느글거리다
anger	느끼하다
anger	니미
joy	달갑다
anger	달갑잖다
anger	답답하다
surprise	당혹하다
surprise	당황하다
joy	대견하다
anger	더럽다
neutral	덤덤하다
joy	두근거리다
fear	두렵다
joy	따뜻하다
anger	따분하다
joy	따스하다
surprise	뜨금하다
surprise	뜨악하다
surprise	만만찮다
joy	만족하다
sadness	망막하다
sadness	망연
sadness	망연자실하다
anger	망측하다
neutral	머쓱하다
sadness	먹먹하다
neutral	멋쩍다
anger	멸시당하다
anger	모멸감
anger	모욕적
anger	못되다
anger	못미덥다
anger	무료하다
fear	무섭다
anger	무시당하다
fear	무시무시하다
neutral	무안하다
sadness	뭉클하다
sadness	미안하다
anger	미친개
anger	밉다
joy	반갑다
joy	반신반의하다
anger	발칙하다
joy	방그레
joy	방글방글
joy	방긋
anger	버럭
joy	보기좋다
sadness	복받치다
anger	복수심
sadness	부끄럽다
anger	부담스럽다
joy	부러워하다
anger	분개하다
anger	분노하다
anger	분통터지다
anger	분하다
anger	불만스럽다
anger	불만족하다
sadness	불쌍하다
fear	불안정하다
fear	불안하다
anger	불유쾌하다
sadness	불행하다
anger	비딱하다
anger	비아냥거리다
sadness	비참하다
sadness	비탄하다
sadness	비통하다
anger	빌어먹을
joy	빙그레
sadness	뼈저리다
anger	뾰루퉁하다
joy	뿌듯하다
anger	삐치다
joy	사랑스럽다
sadness	사무치다
fear	살벌하다
sadness	상실감
joy	상쾌하다
joy	상큼하다
fear	새파래지다
sadness	서럽다
anger	서먹하다
sadness	서운하다
joy	설레다
fear	섬뜩하다
sadness	섭섭하다
joy	섹시하다
fear	소름끼치다
sadness	속상하다
joy	속시원하다
anger	속썩이다
sadness	속앓이
sadness	송구하다
surprise	쇼킹하다
sadness	숙연하다
fear	스산하다
sadness	슬퍼하다
anger	신경질적
joy	신나다
joy	신명나다
joy	신바람나다
joy	신비롭다
anger	신통찮다
sadness	실망하다
anger	싫증나다
sadness	심각하다
anger	심드렁하다
sadness	심란하다
sadness	심려하다
anger	심술궂다
anger	심심하다
anger	심통
joy	싱글벙글하다
anger	싸가지
anger	쌍년
anger	쌍놈
joy	쌩끗
sadness	쓴웃음
sadness	쓸쓸하다
sadness	씁쓸하다
anger	씨부랄
anger	씨부렁거리다
anger	씩씩거리다
joy	씰룩거리다
anger	씹새끼
sadness	아깝다
sadness	아련하다
joy	아리송하다
surprise	아뿔싸
sadness	아쉽다
fear	아슬아슬하다
sadness	아야
surprise	아연실색하다
anger	아으
sadness	아이고
anger	아이씨
surprise	아이쿠
fear	아찔하다
surprise	아차
sadness	아프다
joy	아하하
sadness	아휴
sadness	안쓰럽다
fear	안절부절하다
sadness	안타깝다
joy	알쏭달쏭하다
sadness	암담하다
sadness	암울하다
surprise	앗
sadness	애끓다
sadness	애달프다
sadness	애도하다
sadness	애석하다
sadness	애잔하다
sadness	애처롭다
sadness	애통하다
sadness	애틋하다
anger	야박하다
sadness	야속하다
anger	약오르다
anger	얄밉다
surprise	어리둥절하다
anger	어색하다
joy	어여쁘다
anger	어이없다
anger	언짢다
surprise	얼떨떨하다
joy	얼씨구
anger	역겹다
joy	예쁘다
anger	옘병할
fear	오싹하다
fear	와들와들
sadness	외롭다
sadness	외톨이
anger	우라질
joy	우아하다
sadness	우울하다
sadness	울다
sadness	울먹이다
sadness	울며불며
sadness	울부짖다
sadness	울분
sadness	울분
sadness	울상
sadness	울적하다
sadness	울컥하다
anger	울화통
surprise	움찔하다
joy	웃다
joy	웃어넘기다
anger	웃음거리
joy	원더풀
anger	원망하다
sadness	원통하다
anger	웬수
sadness	유감스럽다
joy	유쾌하다
fear	으스스하다
joy	으쓱하다
surprise	으악
sadness	으앙
anger	으이구
joy	으하하하
fear	을씨년스럽다
sadness	음울하다
anger	의심스럽다
surprise	이상하다
anger	이새끼
joy	이힛힛힛
joy	자부하다
sadness	자책하다
sadness	자포자기하다
fear	잔인하다
fear	잔혹하다
anger	잡놈
anger	재미없다
joy	재미있다
anger	저년
anger	저놈
sadness	적적하다
sadness	절규하다
sadness	절망하다
sadness	절박하다
sadness	절실하다
sadness	절절매다
sadness	절절하다
anger	제기랄
fear	조마조마하다
neutral	조심스럽다
joy	좋다
sadness	좌절되다
sadness	죄송하다
sadness	죄책감
sadness	주눅들다
joy	즐겁다
anger	증오하다
anger	지겹다
anger	지긋지긋하다
sadness	지끈거리다
anger	지독하다
anger	지랄하다
anger	anger하다
anger	진노하다
anger	질투하다
anger	징그럽다
anger	짜증나다
sadness	짠하다
neutral	쭈뼛거리다
anger	찜찜하다
sadness	찡하다
sadness	착잡하다
sadness	참담하다
sadness	참회하다
sadness	창피하다
sadness	처량하다
sadness	처절하다
sadness	처참하다
joy	천만다행이다
surprise	철렁하다
sadness	청승맞다
sadness	초라하다
fear	초조하다
surprise	충격적
joy	충동적
sadness	측은하다
anger	치떨리다
anger	치밀어오르다
anger	치사하다
anger	치욕적
joy	친근하다
joy	친숙하다
sadness	침울하다
sadness	침통하다
joy	카핫핫핫
anger	코웃음치다
joy	콩닥거리다
joy	쾌적하다
joy	킬킬거리다
sadness	탄복하다
sadness	탄식하다
joy	탐나다
joy	통쾌하다
sadness	통탄하다
joy	편안하다
joy	하하
sadness	한숨짓다
sadness	한스럽다
sadness	한탄하다
joy	함박웃음
anger	해괴하다
joy	행복하다
sadness	허무하다
sadness	허전하다
sadness	허탈하다
joy	허허
surprise	헉
joy	후련하다
sadness	후회하다
joy	후후
joy	훌륭하다
sadness	휑하다
surprise	휘둥그레지다
anger	흉측하다
joy	흐뭇하다
joy	흐흐
sadness	흑흑
surprise	흠칫하다
joy	흡족하다
joy	흥겹다
joy	흥미롭다
anger	흥분하다
joy	희희낙락하다
joy	히죽거리다
